Date,Open,High,Low,Close,Volume
2023-09-10 06:00:00,25834.8,25861.0,25828.0,25842.3,763.789
2023-09-10 07:00:00,25842.3,25860.0,25842.2,25842.3,478.73
2023-09-10 08:00:00,25842.3,25855.0,25812.0,25850.2,890.092
2023-09-10 09:00:00,25850.2,25854.8,25817.0,25817.4,554.404
2023-09-10 10:00:00,25817.4,25824.6,25793.0,25793.0,971.188
2023-09-10 11:00:00,25793.0,25812.6,25781.3,25784.0,869.592
2023-09-10 12:00:00,25784.0,25807.2,25783.5,25792.7,642.587
2023-09-10 13:00:00,25792.7,25822.1,25762.1,25798.9,1784.433
2023-09-10 14:00:00,25798.9,25814.4,25737.0,25763.0,1895.249
2023-09-10 15:00:00,25763.0,25785.2,25706.0,25765.5,3032.437
2023-09-10 16:00:00,25765.5,25784.0,25640.0,25784.0,4241.326
2023-09-10 17:00:00,25784.0,25784.2,25658.9,25686.9,3391.864
2023-09-10 18:00:00,25686.9,25746.0,25678.5,25718.1,1191.836
2023-09-10 19:00:00,25718.1,25858.0,25543.1,25786.2,9458.602
2023-09-10 20:00:00,25786.2,25900.0,25756.5,25806.2,6588.729
2023-09-10 21:00:00,25806.2,25894.2,25800.4,25890.4,2969.412
2023-09-10 22:00:00,25890.4,26020.0,25839.9,25840.4,6828.79
2023-09-10 23:00:00,25840.4,25854.4,25805.3,25826.4,1240.536
2023-09-11 00:00:00,25826.4,25863.1,25646.0,25717.0,5720.007
2023-09-11 01:00:00,25717.0,25743.0,25650.1,25674.6,2582.219
2023-09-11 02:00:00,25674.6,25731.0,25646.3,25723.2,1200.274
2023-09-11 03:00:00,25723.2,25773.0,25717.1,25725.4,1027.291
2023-09-11 04:00:00,25725.4,25769.9,25704.0,25766.6,1297.497
2023-09-11 05:00:00,25766.6,25884.3,25759.5,25882.2,2904.952
2023-09-11 06:00:00,25882.2,25890.0,25806.7,25825.0,2368.204
2023-09-11 07:00:00,25825.0,25831.3,25788.0,25803.8,1248.302
2023-09-11 08:00:00,25803.8,25822.2,25742.1,25792.0,2249.733
2023-09-11 09:00:00,25792.0,25798.8,25650.7,25721.9,6827.921
2023-09-11 10:00:00,25721.9,25727.2,25550.1,25698.7,9185.066
2023-09-11 11:00:00,25698.7,25703.3,25571.9,25586.0,3858.411
2023-09-11 12:00:00,25586.0,25710.2,25570.1,25707.4,3351.657
2023-09-11 13:00:00,25707.4,25746.4,25587.2,25601.9,4171.205
2023-09-11 14:00:00,25601.9,25621.1,24952.6,25138.2,61696.991
2023-09-11 15:00:00,25138.2,25192.0,24915.0,25103.4,19741.875
2023-09-11 16:00:00,25103.4,25236.0,25088.1,25171.5,8163.796
2023-09-11 17:00:00,25171.5,25219.5,25040.0,25211.7,5994.833
2023-09-11 18:00:00,25211.7,25215.1,25134.2,25147.7,2617.883
2023-09-11 19:00:00,25147.7,25151.3,24972.0,25007.8,8963.368
2023-09-11 20:00:00,25007.8,25125.9,24853.4,25086.9,9957.043
2023-09-11 21:00:00,25086.9,25210.0,25064.8,25137.4,3390.274
2023-09-11 22:00:00,25137.4,25187.1,25115.5,25138.1,1538.04
2023-09-11 23:00:00,25138.1,25170.0,25070.0,25154.7,1945.815
2023-09-12 00:00:00,25154.7,25228.0,25131.0,25193.3,2442.634
2023-09-12 01:00:00,25193.3,25204.2,25122.0,25130.7,1494.042
2023-09-12 02:00:00,25130.7,25207.9,25126.2,25196.2,1188.712
2023-09-12 03:00:00,25196.2,25947.1,25196.1,25785.6,36772.435
2023-09-12 04:00:00,25785.6,25987.8,25730.1,25746.7,10767.104
2023-09-12 05:00:00,25746.7,25764.6,25596.2,25759.7,8990.192
2023-09-12 06:00:00,25759.7,25847.3,25709.4,25751.0,6858.513
2023-09-12 07:00:00,25751.0,25870.1,25708.5,25812.3,5220.581
2023-09-12 08:00:00,25812.3,25860.3,25720.0,25754.3,3988.525
2023-09-12 09:00:00,25754.3,25874.1,25725.0,25861.5,6900.1
2023-09-12 10:00:00,25861.5,26346.0,25829.3,26153.6,29843.139
2023-09-12 11:00:00,26153.6,26171.0,26016.5,26088.4,5300.813
2023-09-12 12:00:00,26088.4,26228.1,26084.1,26109.9,6722.318
2023-09-12 13:00:00,26109.9,26325.8,26005.3,26262.7,10622.001
2023-09-12 14:00:00,26262.7,26420.5,26034.0,26098.0,13661.814
2023-09-12 15:00:00,26098.0,26221.4,26094.5,26191.8,4951.892
2023-09-12 16:00:00,26191.8,26584.0,26050.0,26090.0,20575.518
2023-09-12 17:00:00,26090.0,26157.6,25862.0,25885.9,13264.499
2023-09-12 18:00:00,25885.9,26012.3,25868.6,25969.0,4306.374
2023-09-12 19:00:00,25969.0,26264.0,25967.4,26046.1,8901.289
2023-09-12 20:00:00,26046.1,26107.7,26031.7,26060.4,1456.993
2023-09-12 21:00:00,26060.4,26147.7,26050.1,26090.1,1905.814
2023-09-12 22:00:00,26090.1,26090.1,25900.4,25958.1,3986.475
2023-09-12 23:00:00,25958.1,25958.1,25754.0,25825.0,9310.557
2023-09-13 00:00:00,25825.0,25972.1,25740.5,25906.0,5779.098
2023-09-13 01:00:00,25906.0,25953.1,25890.0,25946.0,2009.186
2023-09-13 02:00:00,25946.0,25955.9,25884.2,25897.8,1708.933
2023-09-13 03:00:00,25897.8,25912.0,25822.0,25865.9,1947.163
2023-09-13 04:00:00,25865.9,25934.9,25848.9,25910.3,2033.12
2023-09-13 05:00:00,25910.3,25913.3,25833.5,25881.0,2056.286
2023-09-13 06:00:00,25881.0,25991.0,25850.0,25940.0,2271.221
2023-09-13 07:00:00,25940.0,26100.0,25831.5,25865.4,10538.868
2023-09-13 08:00:00,25865.4,25954.9,25850.4,25938.9,2195.233
2023-09-13 09:00:00,25938.9,26189.0,25910.8,26135.7,11303.45
2023-09-13 10:00:00,26135.7,26220.0,26081.3,26140.6,5728.821
2023-09-13 11:00:00,26140.6,26244.9,26093.9,26186.1,3963.672
2023-09-13 12:00:00,26186.1,26260.0,25999.1,26199.9,16610.607
2023-09-13 13:00:00,26199.9,26225.0,26059.3,26106.5,7515.345
2023-09-13 14:00:00,26106.5,26339.4,26050.0,26199.9,10720.531
2023-09-13 15:00:00,26199.9,26384.8,26168.1,26226.3,7231.845
2023-09-13 16:00:00,26226.3,26397.0,26181.3,26263.6,7938.721
2023-09-13 17:00:00,26263.6,26350.0,26060.5,26075.1,11803.281
2023-09-13 18:00:00,26075.1,26147.8,26064.2,26095.9,3065.275
2023-09-13 19:00:00,26095.9,26191.9,26032.3,26123.8,3602.538
2023-09-13 20:00:00,26123.8,26237.8,26123.8,26202.4,1940.649
2023-09-13 21:00:00,26202.4,26268.6,26191.2,26211.8,1510.424
2023-09-13 22:00:00,26211.8,26298.0,26211.8,26228.4,1540.425
2023-09-13 23:00:00,26228.4,26249.0,26183.8,26207.8,1332.197
2023-09-14 00:00:00,26207.8,26529.7,26172.1,26512.7,9185.647
2023-09-14 01:00:00,26512.7,26543.9,26105.5,26160.9,13321.003
2023-09-14 02:00:00,26160.9,26273.3,26157.0,26273.2,1585.922
2023-09-14 03:00:00,26273.2,26285.1,26236.6,26251.4,1367.261
2023-09-14 04:00:00,26251.4,26269.2,26181.9,26198.3,1669.263
2023-09-14 05:00:00,26198.3,26230.8,26145.1,26179.7,1472.938
2023-09-14 06:00:00,26179.7,26279.9,26167.3,26276.3,1941.735
2023-09-14 07:00:00,26276.3,26388.4,26247.8,26328.5,3330.025
2023-09-14 08:00:00,26328.5,26339.9,26264.0,26292.1,1991.457
2023-09-14 09:00:00,26292.1,26292.1,26255.1,26275.0,1175.208
2023-09-14 10:00:00,26275.0,26332.0,26269.6,26322.1,1779.9
2023-09-14 11:00:00,26322.1,26479.0,26316.7,26430.6,5301.401
2023-09-14 12:00:00,26430.6,26583.0,26314.0,26447.3,12715.458
2023-09-14 13:00:00,26447.3,26777.0,26443.7,26567.9,25122.439
2023-09-14 14:00:00,26567.9,26737.9,26511.6,26716.1,8053.347
2023-09-14 15:00:00,26716.1,26797.0,26564.0,26679.5,7176.15
2023-09-14 16:00:00,26679.5,26722.9,26516.0,26608.6,5798.215
2023-09-14 17:00:00,26608.6,26666.5,26555.0,26630.4,3167.105
2023-09-14 18:00:00,26630.4,26863.2,26564.0,26564.0,9398.251
2023-09-14 19:00:00,26564.0,26668.2,26535.0,26662.3,2734.949
2023-09-14 20:00:00,26662.3,26713.2,26543.5,26555.0,2677.464
2023-09-14 21:00:00,26555.0,26607.5,26460.0,26522.9,3640.584
2023-09-14 22:00:00,26522.9,26613.2,26495.1,26591.4,2148.187
2023-09-14 23:00:00,26591.4,26621.4,26484.0,26510.0,2144.704
2023-09-15 00:00:00,26510.0,26545.0,26455.5,26468.7,2902.096
2023-09-15 01:00:00,26468.7,26503.1,26429.6,26486.8,2522.94
2023-09-15 02:00:00,26486.8,26595.1,26486.7,26593.6,2372.356
2023-09-15 03:00:00,26593.6,26611.0,26561.0,26601.5,1568.157
2023-09-15 04:00:00,26601.5,26646.5,26586.7,26627.3,1998.788
2023-09-15 05:00:00,26627.3,26630.1,26561.4,26578.0,1187.057
2023-09-15 06:00:00,26578.0,26600.0,26552.0,26564.0,1220.304
2023-09-15 07:00:00,26564.0,26583.9,26537.4,26559.1,1409.923
2023-09-15 08:00:00,26559.1,26627.9,26527.9,26622.6,2329.998
2023-09-15 09:00:00,26622.6,26683.5,26567.5,26603.9,2877.834
2023-09-15 10:00:00,26603.9,26646.9,26590.5,26630.7,1494.163
2023-09-15 11:00:00,26630.7,26632.1,26350.3,26415.5,9862.373
2023-09-15 12:00:00,26415.5,26460.5,26320.0,26349.0,7089.726
2023-09-15 13:00:00,26349.0,26514.9,26346.8,26352.2,5953.135
2023-09-15 14:00:00,26352.2,26397.9,26204.8,26222.4,8799.019
2023-09-15 15:00:00,26222.4,26316.0,26207.7,26309.7,3900.301
2023-09-15 16:00:00,26309.7,26376.3,26300.7,26365.2,3286.881
2023-09-15 17:00:00,26365.2,26365.9,26302.0,26322.7,2200.221
2023-09-15 18:00:00,26322.7,26393.2,26311.6,26331.3,2014.033
2023-09-15 19:00:00,26331.3,26429.0,26324.0,26381.1,2574.383
2023-09-15 20:00:00,26381.1,26429.0,26353.2,26399.9,1460.513
2023-09-15 21:00:00,26399.9,26490.8,26399.9,26449.9,3088.43
2023-09-15 22:00:00,26449.9,26841.3,26449.9,26761.3,12903.515
2023-09-15 23:00:00,26761.3,26890.9,26575.7,26588.9,8770.992
2023-09-16 00:00:00,26588.9,26657.9,26560.0,26615.0,2642.36
2023-09-16 01:00:00,26615.0,26679.3,26580.0,26641.7,2082.835
2023-09-16 02:00:00,26641.7,26765.4,26641.6,26661.4,3499.997
2023-09-16 03:00:00,26661.4,26687.1,26591.8,26603.4,1707.468
2023-09-16 04:00:00,26603.4,26606.0,26525.0,26542.8,2771.507
2023-09-16 05:00:00,26542.8,26566.5,26505.0,26523.7,2631.314
2023-09-16 06:00:00,26523.7,26523.7,26454.1,26478.0,2978.836
2023-09-16 07:00:00,26478.0,26500.2,26463.3,26481.4,1726.374
2023-09-16 08:00:00,26481.4,26523.3,26453.2,26494.8,1738.691
2023-09-16 09:00:00,26494.8,26569.0,26486.4,26486.6,1809.71
2023-09-16 10:00:00,26486.6,26534.9,26430.0,26534.7,3185.866
2023-09-16 11:00:00,26534.7,26534.8,26473.0,26510.5,1626.734
2023-09-16 12:00:00,26510.5,26564.9,26486.8,26537.8,1464.701
2023-09-16 13:00:00,26537.8,26555.4,26506.0,26538.3,1020.996
2023-09-16 14:00:00,26538.3,26551.3,26480.1,26489.6,1125.503
2023-09-16 15:00:00,26489.6,26526.3,26466.1,26496.1,1107.857
2023-09-16 16:00:00,26496.1,26521.9,26488.0,26518.5,755.354
2023-09-16 17:00:00,26518.5,26617.2,26500.6,26552.1,2106.402
2023-09-16 18:00:00,26552.1,26599.2,26541.7,26568.9,1460.595
2023-09-16 19:00:00,26568.9,26571.2,26489.4,26522.9,941.365
2023-09-16 20:00:00,26522.9,26550.0,26512.3,26514.0,820.15
2023-09-16 21:00:00,26514.0,26569.7,26512.3,26557.0,982.307
2023-09-16 22:00:00,26557.0,26562.0,26547.0,26547.0,470.512
2023-09-16 23:00:00,26547.0,26562.4,26498.1,26550.0,951.256
2023-09-17 00:00:00,26550.0,26550.1,26388.9,26456.5,3748.934
2023-09-17 01:00:00,26456.5,26506.6,26405.6,26484.9,2772.809
2023-09-17 02:00:00,26484.9,26509.6,26479.1,26491.8,814.089
2023-09-17 03:00:00,26491.8,26520.0,26486.9,26514.9,528.381
2023-09-17 04:00:00,26514.9,26560.0,26498.6,26541.1,941.948
2023-09-17 05:00:00,26541.1,26545.6,26507.1,26528.9,617.611
2023-09-17 06:00:00,26528.9,26533.6,26510.0,26533.5,403.296
2023-09-17 07:00:00,26533.5,26535.1,26479.6,26486.0,819.989
2023-09-17 08:00:00,26486.0,26539.9,26478.5,26536.8,1407.555
2023-09-17 09:00:00,26536.8,26573.2,26521.3,26564.4,1467.969
2023-09-17 10:00:00,26564.4,26597.0,26554.7,26583.0,1785.978
2023-09-17 11:00:00,26583.0,26609.3,26552.8,26555.0,1499.129
2023-09-17 12:00:00,26555.0,26573.0,26541.2,26564.3,831.496
2023-09-17 13:00:00,26564.3,26564.4,26511.0,26530.7,1261.154
2023-09-17 14:00:00,26530.7,26575.7,26513.4,26525.5,1163.666
2023-09-17 15:00:00,26525.5,26586.4,26521.4,26534.1,1362.913
2023-09-17 16:00:00,26534.1,26539.2,26467.8,26494.2,2212.429
2023-09-17 17:00:00,26494.2,26514.9,26460.1,26464.9,1407.784
2023-09-17 18:00:00,26464.9,26504.7,26450.0,26483.0,913.833
2023-09-17 19:00:00,26483.0,26502.0,26478.1,26490.0,443.536
2023-09-17 20:00:00,26490.0,26490.5,26412.4,26422.8,1839.294
2023-09-17 21:00:00,26422.8,26487.8,26380.0,26472.3,2251.624
2023-09-17 22:00:00,26472.3,26479.0,26424.0,26479.0,1085.164
2023-09-17 23:00:00,26479.0,26527.0,26431.5,26514.6,1733.528
2023-09-18 00:00:00,26514.6,26542.3,26350.3,26452.7,5096.307
2023-09-18 01:00:00,26452.7,26475.3,26430.1,26452.7,1311.965
2023-09-18 02:00:00,26452.7,26743.0,26447.1,26650.3,10124.854
2023-09-18 03:00:00,26650.3,26673.1,26569.7,26647.1,2632.95
2023-09-18 04:00:00,26647.1,26671.0,26554.5,26615.1,1969.188
2023-09-18 05:00:00,26615.1,26677.6,26596.8,26638.0,1484.564
2023-09-18 06:00:00,26638.0,26690.9,26615.5,26615.5,1930.914
2023-09-18 07:00:00,26615.5,26790.0,26613.3,26697.9,6654.538
2023-09-18 08:00:00,26697.9,26717.7,26671.1,26713.0,2226.536
2023-09-18 09:00:00,26713.0,26937.9,26713.0,26858.3,14295.582
2023-09-18 10:00:00,26858.3,27171.1,26858.3,27116.1,22744.683
2023-09-18 11:00:00,27116.1,27229.0,27081.7,27185.0,13950.421
2023-09-18 12:00:00,27185.0,27400.0,27135.3,27365.1,17442.725
2023-09-18 13:00:00,27365.1,27399.1,27185.3,27241.4,9280.837
2023-09-18 14:00:00,27241.4,27281.8,27121.0,27245.7,5883.682
2023-09-18 15:00:00,27245.7,27346.0,27241.3,27256.4,4676.969
2023-09-18 16:00:00,27256.4,27296.0,27183.0,27233.8,4467.22
2023-09-18 17:00:00,27233.8,27259.9,26637.0,26748.9,32764.892
2023-09-18 18:00:00,26748.9,26825.0,26615.1,26699.9,7637.835
2023-09-18 19:00:00,26699.9,26930.3,26670.6,26803.9,8903.914
2023-09-18 20:00:00,26803.9,26829.9,26726.7,26756.0,3003.943
2023-09-18 21:00:00,26756.0,26834.8,26716.8,26825.7,1951.136
2023-09-18 22:00:00,26825.7,26869.9,26775.0,26863.0,2022.11
2023-09-18 23:00:00,26863.0,26863.0,26719.2,26749.3,2375.098
2023-09-19 00:00:00,26749.3,26775.1,26653.4,26666.0,3533.021
2023-09-19 01:00:00,26666.0,26719.0,26651.1,26688.3,1708.474
2023-09-19 02:00:00,26688.3,26808.0,26671.3,26807.9,1612.793
2023-09-19 03:00:00,26807.9,26824.2,26777.0,26808.0,1635.702
2023-09-19 04:00:00,26808.0,26848.0,26795.0,26848.0,1494.906
2023-09-19 05:00:00,26848.0,26849.8,26786.1,26786.7,1968.68
2023-09-19 06:00:00,26786.7,26819.9,26746.5,26817.7,1607.089
2023-09-19 07:00:00,26817.7,26859.7,26802.8,26832.1,1987.015
2023-09-19 08:00:00,26832.1,27070.0,26832.0,27053.2,7815.972
2023-09-19 09:00:00,27053.2,27484.9,27017.8,27278.0,20297.09
2023-09-19 10:00:00,27278.0,27301.2,27027.9,27160.6,10217.709
2023-09-19 11:00:00,27160.6,27229.2,27085.2,27229.1,5591.781
2023-09-19 12:00:00,27229.1,27279.8,27055.0,27127.1,8997.303
2023-09-19 13:00:00,27127.1,27202.8,26900.5,26963.3,11374.481
2023-09-19 14:00:00,26963.3,27186.0,26868.0,27156.0,12052.633
2023-09-19 15:00:00,27156.0,27470.7,27121.5,27410.0,22837.279
2023-09-19 16:00:00,27410.0,27470.3,27222.9,27276.7,10285.151
2023-09-19 17:00:00,27276.7,27279.0,27064.0,27124.9,8444.56
2023-09-19 18:00:00,27124.9,27190.1,27064.5,27112.8,4523.45
2023-09-19 19:00:00,27112.8,27194.1,27056.2,27171.9,2894.742
2023-09-19 20:00:00,27171.9,27206.5,27108.0,27169.5,2570.942
2023-09-19 21:00:00,27169.5,27173.6,26973.0,27146.4,5081.051
2023-09-19 22:00:00,27146.4,27189.2,27080.0,27177.0,1908.998
2023-09-19 23:00:00,27177.0,27214.3,27160.6,27193.0,1905.763
2023-09-20 00:00:00,27193.0,27243.6,27130.6,27192.0,2714.869
2023-09-20 01:00:00,27192.0,27337.3,27178.0,27328.7,3565.96
2023-09-20 02:00:00,27328.7,27383.1,27135.9,27156.2,5066.879
2023-09-20 03:00:00,27156.2,27188.8,27076.0,27110.6,3072.953
2023-09-20 04:00:00,27110.6,27148.1,27052.9,27054.8,3363.244
2023-09-20 05:00:00,27054.8,27092.1,26987.1,27012.8,3923.186
2023-09-20 06:00:00,27012.8,27059.1,26925.1,27048.4,5044.644
2023-09-20 07:00:00,27048.4,27118.9,27031.8,27090.0,2525.291
2023-09-20 08:00:00,27090.0,27186.2,27077.8,27174.1,3137.999
2023-09-20 09:00:00,27174.1,27183.1,26932.3,27042.3,6646.837
2023-09-20 10:00:00,27042.3,27068.8,26930.5,27068.8,5074.924
2023-09-20 11:00:00,27068.8,27105.0,27047.2,27080.4,2296.565
2023-09-20 12:00:00,27080.4,27119.5,26976.0,27052.8,4231.67
2023-09-20 13:00:00,27052.8,27195.9,26999.0,27144.3,5119.357
2023-09-20 14:00:00,27144.3,27232.0,27036.2,27113.4,6961.568
2023-09-20 15:00:00,27113.4,27189.9,27090.4,27169.9,2711.953
2023-09-20 16:00:00,27169.9,27220.0,27125.0,27147.3,3758.962
2023-09-20 17:00:00,27147.3,27264.4,27140.1,27182.7,5834.438
2023-09-20 18:00:00,27182.7,27294.1,27057.9,27149.9,16569.236
2023-09-20 19:00:00,27149.9,27173.1,26710.5,26911.9,18096.345
2023-09-20 20:00:00,26911.9,27083.8,26902.0,27082.4,5808.182
2023-09-20 21:00:00,27082.4,27244.1,27041.8,27096.6,7750.743
2023-09-20 22:00:00,27096.6,27112.3,27036.6,27080.9,4233.937
2023-09-20 23:00:00,27080.9,27148.0,27065.1,27110.6,2349.496
2023-09-21 00:00:00,27110.6,27149.9,27022.5,27032.3,3984.057
2023-09-21 01:00:00,27032.3,27044.0,26960.0,27017.9,3858.784
2023-09-21 02:00:00,27017.9,27046.5,26920.0,26958.2,2948.192
2023-09-21 03:00:00,26958.2,27024.7,26952.2,27024.7,1341.026
2023-09-21 04:00:00,27024.7,27086.9,26977.3,27078.9,3025.359
2023-09-21 05:00:00,27078.9,27081.1,27020.4,27064.0,1733.355
2023-09-21 06:00:00,27064.0,27064.0,26992.0,27057.9,1665.589
2023-09-21 07:00:00,27057.9,27058.5,26963.7,26976.8,2112.222
2023-09-21 08:00:00,26976.8,27010.8,26881.9,26913.3,4791.442
2023-09-21 09:00:00,26913.3,26929.4,26663.3,26736.1,21117.42
2023-09-21 10:00:00,26736.1,26787.4,26621.0,26633.0,15162.259
2023-09-21 11:00:00,26633.0,26766.9,26606.5,26717.3,7115.713
2023-09-21 12:00:00,26717.3,26767.9,26555.0,26629.7,10358.164
2023-09-21 13:00:00,26629.7,26639.9,26363.0,26407.6,20083.818
2023-09-21 14:00:00,26407.6,26585.6,26363.4,26569.0,8717.793
2023-09-21 15:00:00,26569.0,26646.5,26530.5,26570.1,5271.62
2023-09-21 16:00:00,26570.1,26593.1,26538.4,26571.6,3137.476
2023-09-21 17:00:00,26571.6,26690.7,26568.3,26637.4,4740.203
2023-09-21 18:00:00,26637.4,26670.0,26583.3,26594.2,2521.172
2023-09-21 19:00:00,26594.2,26607.9,26540.0,26582.9,1974.539
2023-09-21 20:00:00,26582.9,26591.4,26476.5,26578.5,3428.062
2023-09-21 21:00:00,26578.5,26609.4,26540.3,26598.8,1916.028
2023-09-21 22:00:00,26598.8,26605.0,26534.5,26576.7,1064.806
2023-09-21 23:00:00,26576.7,26600.0,26540.7,26554.5,847.134
2023-09-22 00:00:00,26554.5,26635.3,26455.3,26626.5,4570.45
2023-09-22 01:00:00,26626.5,26654.0,26554.5,26615.1,2534.534
2023-09-22 02:00:00,26615.1,26630.0,26551.5,26555.3,1419.618
2023-09-22 03:00:00,26555.3,26626.3,26540.0,26614.0,1503.016
2023-09-22 04:00:00,26614.0,26648.9,26607.6,26631.1,1890.059
2023-09-22 05:00:00,26631.1,26663.0,26594.3,26652.8,1364.504
2023-09-22 06:00:00,26652.8,26674.9,26590.7,26607.6,1811.464
2023-09-22 07:00:00,26607.6,26692.7,26558.9,26656.2,3645.521
2023-09-22 08:00:00,26656.2,26732.9,26646.0,26656.0,4821.832
2023-09-22 09:00:00,26656.0,26657.5,26610.0,26624.2,1844.889
2023-09-22 10:00:00,26624.2,26639.1,26572.8,26576.5,2778.12
2023-09-22 11:00:00,26576.5,26640.5,26576.5,26629.8,1253.091
2023-09-22 12:00:00,26629.8,26643.8,26567.1,26572.5,1942.223
2023-09-22 13:00:00,26572.5,26610.0,26541.2,26602.0,3234.366
2023-09-22 14:00:00,26602.0,26680.7,26575.0,26664.9,4050.074
2023-09-22 15:00:00,26664.9,26687.1,26614.9,26618.8,2655.453
2023-09-22 16:00:00,26618.8,26631.7,26563.8,26585.2,1939.49
2023-09-22 17:00:00,26585.2,26615.3,26512.3,26563.5,3198.673
2023-09-22 18:00:00,26563.5,26596.1,26526.5,26579.6,1878.773
2023-09-22 19:00:00,26579.6,26624.8,26515.9,26524.0,1712.865
2023-09-22 20:00:00,26524.0,26554.6,26492.4,26524.3,1980.957
2023-09-22 21:00:00,26524.3,26561.4,26464.0,26554.8,1754.187
2023-09-22 22:00:00,26554.8,26574.3,26533.5,26570.3,700.309
2023-09-22 23:00:00,26570.3,26582.0,26539.1,26565.7,793.657
2023-09-23 00:00:00,26565.7,26603.5,26558.7,26592.4,1121.757
2023-09-23 01:00:00,26592.4,26592.4,26545.8,26566.7,598.839
2023-09-23 02:00:00,26566.7,26571.7,26530.8,26535.1,528.342
2023-09-23 03:00:00,26535.1,26546.7,26510.1,26517.4,816.7
2023-09-23 04:00:00,26517.4,26541.4,26496.1,26536.9,710.188
2023-09-23 05:00:00,26536.9,26540.7,26527.2,26527.3,390.315
2023-09-23 06:00:00,26527.3,26564.6,26527.2,26563.0,507.562
2023-09-23 07:00:00,26563.0,26571.1,26522.5,26567.7,828.688
2023-09-23 08:00:00,26567.7,26576.2,26541.3,26559.6,514.584
2023-09-23 09:00:00,26559.6,26568.1,26541.4,26563.1,498.368
2023-09-23 10:00:00,26563.1,26569.0,26556.5,26556.5,423.299
2023-09-23 11:00:00,26556.5,26567.6,26544.2,26566.6,586.005
2023-09-23 12:00:00,26566.6,26578.0,26546.5,26562.5,658.705
2023-09-23 13:00:00,26562.5,26567.7,26545.7,26563.2,470.07
2023-09-23 14:00:00,26563.2,26566.0,26545.4,26552.1,435.109
2023-09-23 15:00:00,26552.1,26566.4,26531.9,26566.4,667.247
2023-09-23 16:00:00,26566.4,26595.9,26545.7,26595.9,723.022
2023-09-23 17:00:00,26595.9,26603.5,26563.6,26586.2,1024.453
2023-09-23 18:00:00,26586.2,26620.0,26586.1,26602.6,1410.783
2023-09-23 19:00:00,26602.6,26607.1,26590.0,26598.5,484.574
2023-09-23 20:00:00,26598.5,26600.0,26571.1,26576.0,434.039
2023-09-23 21:00:00,26576.0,26581.2,26550.0,26557.5,655.452
2023-09-23 22:00:00,26557.5,26568.1,26545.3,26548.0,384.408
2023-09-23 23:00:00,26548.0,26565.7,26545.4,26565.6,343.0
2023-09-24 00:00:00,26565.6,26573.0,26545.9,26553.6,355.278
2023-09-24 01:00:00,26553.6,26574.2,26545.1,26573.7,394.101
2023-09-24 02:00:00,26573.7,26579.4,26568.0,26569.6,243.737
2023-09-24 03:00:00,26569.6,26574.1,26555.2,26556.1,223.322
2023-09-24 04:00:00,26556.1,26560.3,26540.9,26556.9,283.958
2023-09-24 05:00:00,26556.9,26559.0,26533.0,26550.1,508.5
2023-09-24 06:00:00,26550.1,26552.4,26534.0,26539.1,449.846
